feature,importance_mean,importance_std
lex_phones_std,2.765685920867201,0.2369359445774769
lex_ttr,2.4692142676439444,0.1809802711024366
dys_fillers_per_phone,2.278721754075564,0.14671024546057104
den_determiners,1.7310962804336452,0.11512581265629315
dys_long_pauses_per_min,1.4853927232242672,0.21747395050387364
dys_pauses_per_min,1.3159751814808343,0.21125538784257378
lex_phones_skew,1.3135549250645262,0.17929633753103544
dys_short_pauses_per_min,1.092503734110249,0.18673467675351826
den_OCW,1.013459633508822,0.13014351437274743
dys_long_pauses_per_word,0.9835363754058939,0.11792552629504825
poslm_bo_bigram_ppl_mean,0.7657580763835499,0.14667623513884864
poslm_bo_bigram_ppl_median,0.7657580763835492,0.1466762351388501
poslm_bo_trigram_ppl_mean,0.742412100441955,0.14108973948245804
poslm_bo_trigram_ppl_median,0.742412100441955,0.14108973948245787
den_nouns_per_verb,0.20430092893683707,0.08992881495289426
den_demonstratives,0.0,0.0
