feature,importance_mean,importance_std
lex_ttr,1.4658782687747274,0.1755852068981365
den_determiners,1.143634388210303,0.13644572819906808
den_function_words,0.9458333506547836,0.1201257461345234
den_prepositions,0.6930996172096815,0.0748382847281897
den_OCW,0.5951341164066614,0.034575554580053805
den_adjectives,0.5416618718427809,0.027483173183036454
dys_short_pauses_per_min,0.5388096094193561,0.09199711465958976
den_W,0.5256317642952272,0.042998231520182804
dys_fillers_per_phone,0.49986890442752385,0.06930432351457909
dys_fillers_per_word,0.49955731230951506,0.06928433088936121
dys_pauses_per_min,0.4653252999147135,0.11064179203468195
den_verbs,0.41970517764675697,0.07302030202783028
dys_long_pauses_per_min,0.40385146021444635,0.11603899246198797
den_light_verbs,0.39408996474102376,0.05385697647365922
den_phones_utt_q1,0.35665514056553105,0.029583846734115907
den_words_utt_q1,0.3484794520787746,0.030658042361849578
den_nouns,0.32636214749537124,0.03449839607580058
den_phones_utt_iqr,0.3198203024608837,0.03836943868659465
den_words_utt_iqr,0.31404887079725546,0.03792879561914127
den_pronoun_ratio,0.3133920794928839,0.02057365105449975
den_noun_ratio,0.30579768711261474,0.04250329733436007
den_phones_utt_q3,0.2919868002363854,0.039395675744004884
den_words_utt_q3,0.2913331967467599,0.039173099969709496
den_words_utt_max,0.282996547197536,0.044554866952139255
den_phones_utt_max,0.28214855422334095,0.04442571175843969
den_words_utt_mad,0.28153373696334755,0.02873482877428757
den_phones_utt_mad,0.2711011853812767,0.02950278085109634
den_words_utt_median,0.268288563981228,0.03265862940298604
den_phones_utt_p90,0.2667048425552526,0.03983679820976176
den_phones_utt_median,0.26650013094124037,0.033264142754257056
den_words_utt_p90,0.26605447733516774,0.03974251651573034
den_words_utt_mean,0.261774326899029,0.036899816073102144
den_phones_utt_mean,0.2613798550328987,0.036884169432602865
dys_pause_sec_kurt,0.2611541230142468,0.04981468626925959
dys_pause_sec_max,0.25544809136904123,0.029269497115918194
dys_fillers_per_min,0.2511115549873349,0.04834560336550445
den_adverbs,0.24865123889347257,0.02876843684027847
den_phones_per_min,0.24781351787167266,0.07749342535853765
den_words_per_min,0.2475709987130708,0.07741503266347355
dys_pauses_per_word,0.246473372492585,0.03455386753512338
dys_long_pauses_per_word,0.2458090196152492,0.038933523329688684
den_phones_utt_std,0.24337029371546243,0.03726706326986163
den_words_utt_std,0.24319583667043448,0.03723493939073337
den_phones_utt_p10,0.23810911287601133,0.016174503700480163
dys_short_pauses_per_word,0.23789998158765274,0.034690497483756265
den_words_utt_p10,0.2348465380516595,0.015025575643434496
dys_pause_sec_p90,0.2310052150789968,0.03375689820955738
den_words_utt_skew,0.23064247496402981,0.044830848309201345
den_phones_utt_skew,0.23020548958905263,0.04512570834011635
dys_pause_sec_mad,0.22683659000799192,0.03314660330031857
dys_pause_sec_skew,0.22548954025697565,0.022938379114609605
dys_pause_sec_p10,0.22134870593174777,0.029299364167008714
dys_pause_sec_median,0.2090620589249456,0.029052039310675407
den_words_utt_min,0.20602992342213788,0.033945859083786854
den_phones_utt_min,0.2008430735693933,0.03320204604552382
dys_pause_sec_q1,0.19929458372157,0.03442486881072229
dys_pause_sec_std,0.17851926259501932,0.011092465633312799
den_words_utt_kurt,0.1778098700120699,0.040599088254037234
den_phones_utt_kurt,0.17775876111252664,0.04065927324273411
dys_pause_sec_iqr,0.17521447767495868,0.022805417603516787
dys_pause_sec_mean,0.16911193376207584,0.022286029678786703
dys_pause_sec_q3,0.1583419225602471,0.019859924382583907
dys_pause_sec_min,0.1520175226709533,0.03526689193062527
den_nouns_per_verb,0.11621087500763298,0.03308398936973656
den_demonstratives,0.0,0.0
