feature,importance
den_words_utt_p90,0.10401170724660425
den_adverbs,0.07528884169904515
poslm_bo_bigram_ce_max,0.15397451267264906
den_phones_per_min,0.47479728233527396
den_W,0.07203723367917725
den_words_per_min,0.33981791992574095
den_adjectives,0.19116350343592003
den_OCW,0.038465451341293644
dys_pause_sec_max,0.22245650054688504
den_function_words,0.45919269572938326
dys_short_pauses_per_min,0.020325319934979547
lex_ttr,0.6293232566013032
dys_fillers_per_min,0.35141010725095434
dys_fillers_per_word,-0.0393448217150123
dys_fillers_per_phone,0.12310980930821991
den_prepositions,0.5504287789424058
dys_pauses_per_min,0.8087499820418049
dys_long_pauses_per_min,0.10010576801316162
lex_phones_std,0.9532109108676217
den_determiners,0.5386911754491468
den_noun_ratio,0.18922557718430966
den_OCW,0.1219916719773515
dys_short_pauses_per_min,0.06243955000197765
den_words_utt_mean,0.029476351829215375
den_nouns_per_verb,0.12674669356733048
den_phones_per_min,0.3686126699877583
dys_pause_sec_max,0.1933721981963803
den_adjectives,0.03699470036018759
den_function_words,0.31365309042926803
den_words_utt_std,-0.05221868121091333
dys_fillers_per_phone,0.5515706700923637
dys_fillers_per_word,0.5575712166236748
den_prepositions,0.25092849057620725
dys_fillers_per_min,1.3708496683827445
den_words_per_min,0.3043106848880637
lex_ttr,0.583529992199507
dys_long_pauses_per_min,1.6806411664465433
lex_phones_std,1.3161967839294828
dys_pauses_per_min,0.2846186008582716
den_determiners,0.6553086812567575
lex_phones_max,0.010317423650350932
den_OCW,0.13117969233722704
den_function_words,-0.11277176750209605
lex_phones_kurt,0.07298484507121117
dys_pause_sec_max,0.13434918143951968
den_adjectives,0.2585724335513948
poslm_bo_bigram_ce_mean,0.05946189999616536
dys_pauses_per_min,0.10588843421959204
den_words_utt_std,0.1777056361112077
dys_fillers_per_word,0.15584884948727407
den_prepositions,0.32473632416388476
lex_ttr,-0.0627203136815897
dys_fillers_per_min,0.25250888136903704
den_words_per_min,0.4296628770977424
den_phones_per_min,0.1057124278176822
dys_fillers_per_phone,0.2783613636599327
dys_short_pauses_per_min,0.07213709803059842
dys_long_pauses_per_min,0.20885983252032503
lex_phones_std,1.3424548107122298
den_determiners,0.640342514303816
den_words_per_min,0.32676497954087225
den_adverbs,0.03783309451647732
dys_fillers_per_word,0.18153984323624428
poslm_bo_bigram_ce_max,0.07696434558190823
den_light_verbs,0.10515636506925219
dys_pause_sec_kurt,-0.016367802509380525
den_noun_ratio,0.23444914469510536
den_OCW,0.1813082689189489
dys_pause_sec_max,0.1320482819242752
den_function_words,0.35079652008290374
den_phones_per_min,0.5143253521078517
den_adjectives,0.02005850280496091
lex_ttr,0.7897366592400168
dys_fillers_per_phone,0.6387305999038606
den_prepositions,0.8153139017539601
dys_fillers_per_min,0.5619553185309005
dys_pauses_per_min,0.35548168698495175
den_determiners,1.011006410847683
dys_long_pauses_per_min,0.40434644148496446
lex_phones_std,2.122644748659921
den_phones_utt_max,0.0174441996554755
den_adjectives,0.09134919104490713
den_nouns,0.524763995852922
den_function_words,0.0004413569731909206
den_phones_utt_std,0.05236636143023787
dys_pauses_per_min,0.997947867054954
dys_short_pauses_per_min,0.178398354191053
den_OCW,-0.06257167386183227
dys_fillers_per_phone,0.19315137632722568
lex_phones_skew,-0.013082056917292917
den_phones_per_min,0.37515769952992173
lex_ttr,0.24152294651688777
dys_pause_sec_max,0.2052231242072846
dys_fillers_per_min,0.9894468648898584
dys_fillers_per_word,0.4279147591993837
den_words_per_min,0.5349995536106302
dys_long_pauses_per_min,0.17636851778959262
den_prepositions,0.8223589729289902
lex_phones_std,1.6047890634420696
den_determiners,0.45529567231086254
