feature,importance_mean,importance_std
lex_ttr,1.50345720202803,0.12207784746289416
den_determiners,1.0735162873213278,0.0760764625920982
den_function_words,0.8536130580549184,0.08129285406613793
den_prepositions,0.6887343087936199,0.07657707995803252
den_adjectives,0.5316845864800243,0.0452090391809194
den_W,0.5219778939632146,0.0811959929743962
den_OCW,0.5170341580141334,0.08464834560166257
dys_fillers_per_phone,0.47865094085781623,0.07163031400945163
dys_fillers_per_word,0.47835600015135354,0.07163061468114378
dys_short_pauses_per_min,0.4782162839538667,0.04031922250153331
dys_pauses_per_min,0.4247701062359079,0.04105222582150343
den_verbs,0.3746647363860376,0.05562837567138526
dys_long_pauses_per_min,0.3736832931289248,0.047020670465257056
den_light_verbs,0.3618543491360294,0.05677277994397683
den_phones_utt_q1,0.3597725752533215,0.04545381987010338
den_words_utt_q1,0.35060538794773777,0.04487247317266521
den_pronoun_ratio,0.32460666506399677,0.0276450506715066
den_nouns,0.3158862433209991,0.041755471177359074
den_phones_utt_iqr,0.31526960060768816,0.033099239267152504
den_words_utt_iqr,0.30961480866535035,0.03308760778032051
den_phones_utt_q3,0.2871889919169284,0.033766771829607536
den_words_utt_q3,0.2865864293601314,0.03387706603982429
den_words_utt_max,0.28378562842688754,0.048713865778772986
den_phones_utt_max,0.283074470149956,0.048534833098406296
den_phones_per_min,0.27548666820464474,0.0663589230947586
den_words_per_min,0.27533110555128404,0.06640529999432546
den_words_utt_mad,0.2708730138844734,0.02768069779403775
dys_pause_sec_kurt,0.27063307464929787,0.047569872042354716
den_noun_ratio,0.26790854102687084,0.040881676743184166
den_words_utt_median,0.26692800691113805,0.02769086146403141
den_phones_utt_median,0.26560764526398745,0.028472819147484348
den_phones_utt_mad,0.2617068563819302,0.028220565349267132
den_words_utt_mean,0.25878084046441,0.03326097052596807
den_phones_utt_p90,0.25871386923284306,0.032144210779848685
den_phones_utt_mean,0.25836539729615693,0.03315497044469376
den_words_utt_p90,0.25814490849714444,0.032095958290420966
dys_pause_sec_p90,0.2545653296862277,0.03760174820702054
dys_fillers_per_min,0.24535287145903178,0.036386564069121996
dys_pause_sec_max,0.24251727471723825,0.059958350120064965
den_phones_utt_std,0.24064399295228203,0.032327962541352694
den_words_utt_std,0.2405343753290717,0.03229391584897796
den_adverbs,0.23482302028450003,0.03498015458948582
dys_long_pauses_per_word,0.22974276733386692,0.03647651442537851
dys_pause_sec_mad,0.22912046103890252,0.03907731593790478
den_phones_utt_p10,0.2282831751794479,0.030809755518433752
dys_short_pauses_per_word,0.22810979758145516,0.036465874398493685
den_words_utt_p10,0.22662243765432138,0.03024375746376255
dys_pauses_per_word,0.22514096593594318,0.024846178630698757
dys_pause_sec_skew,0.22457379219593782,0.025936702137009143
den_words_utt_skew,0.22429588562191077,0.04022958339626732
den_phones_utt_skew,0.2237837570979707,0.04013330782590275
dys_pause_sec_iqr,0.2048857012381328,0.03950581793380735
dys_pause_sec_median,0.19903718725972136,0.022315871351760715
dys_pause_sec_p10,0.19359442089317422,0.04189680438074077
dys_pause_sec_q3,0.18308088749522966,0.029284031241590253
dys_pause_sec_q1,0.18203345830548673,0.03340362131577184
dys_pause_sec_mean,0.1749261858644875,0.024034689872880908
dys_pause_sec_std,0.17430327544481852,0.037610083890844054
den_words_utt_min,0.16826256360536238,0.0202332747360269
den_phones_utt_min,0.16255877896754053,0.02085199256860484
dys_pause_sec_min,0.15863477826728795,0.0318738125789513
den_words_utt_kurt,0.154266219819978,0.0354327423086417
den_phones_utt_kurt,0.1542229777474713,0.03542017462009711
den_nouns_per_verb,0.065382555965987,0.03943221044910654
den_demonstratives,0.0,0.0
